Dendrometer,Timestamp,Radius,max,twd,gro_yr,frost,flags,version
ET7a,2022-11-02T18:00:00Z,2406.2933194792495,2406.2933194792495,0,0,FALSE,NA,0.1.4
ET7a,2022-11-02T18:15:00Z,2405.478271499297,2406.2933194792495,0.8150479799523964,0,FALSE,NA,0.1.4
ET7a,2022-11-02T18:30:00Z,2405.478271499297,2406.2933194792495,0.8150479799523964,0,FALSE,NA,0.1.4
ET7a,2022-11-02T18:45:00Z,2405.478271499297,2406.2933194792495,0.8150479799523964,0,FALSE,NA,0.1.4
ET7a,2022-11-02T19:00:00Z,2404.934906179329,2406.2933194792495,1.3584132999203575,0,FALSE,NA,0.1.4
ET7a,2022-11-02T19:15:00Z,2404.934906179329,2406.2933194792495,1.3584132999203575,0,FALSE,NA,0.1.4
ET7a,2022-11-02T19:30:00Z,2404.934906179329,2406.2933194792495,1.3584132999203575,0,FALSE,NA,0.1.4
ET7a,2022-11-02T19:45:00Z,2404.663223519345,2406.2933194792495,1.630095959904338,0,FALSE,NA,0.1.4
ET7a,2022-11-02T20:00:00Z,2403.8481755393927,2406.2933194792495,2.4451439398567345,0,FALSE,NA,0.1.4
ET7a,2022-11-02T20:15:00Z,2401.946396919504,2406.2933194792495,4.346922559745508,0,FALSE,NA,0.1.4
ET7a,2022-11-02T20:30:00Z,2401.946396919504,2406.2933194792495,4.346922559745508,0,FALSE,NA,0.1.4
ET7a,2022-11-02T20:45:00Z,2400.8596662795676,2406.2933194792495,5.433653199681885,0,FALSE,NA,0.1.4
ET7a,2022-11-02T21:00:00Z,2400.8596662795676,2406.2933194792495,5.433653199681885,0,FALSE,NA,0.1.4
ET7a,2022-11-02T21:15:00Z,2400.587983619583,2406.2933194792495,5.70533585966632,0,FALSE,NA,0.1.4
ET7a,2022-11-02T21:30:00Z,2400.044618299615,2406.2933194792495,6.248701179634281,0,FALSE,NA,0.1.4
ET7a,2022-11-02T21:45:00Z,2399.7729356396308,2406.2933194792495,6.520383839618717,0,FALSE,NA,0.1.4
ET7a,2022-11-02T22:00:00Z,2399.7729356396308,2406.2933194792495,6.520383839618717,0,FALSE,NA,0.1.4
ET7a,2022-11-02T22:15:00Z,2398.957887659679,2406.2933194792495,7.335431819570658,0,FALSE,NA,0.1.4
ET7a,2022-11-02T22:30:00Z,2398.6862049996944,2406.2933194792495,7.607114479555094,0,FALSE,NA,0.1.4
ET7a,2022-11-02T22:45:00Z,2398.6862049996944,2406.2933194792495,7.607114479555094,0,FALSE,NA,0.1.4
ET7a,2022-11-02T23:00:00Z,2398.4145223397104,2406.2933194792495,7.878797139539074,0,FALSE,NA,0.1.4
ET7a,2022-11-02T23:15:00Z,2398.4145223397104,2406.2933194792495,7.878797139539074,0,FALSE,NA,0.1.4
ET7a,2022-11-02T23:30:00Z,2398.4145223397104,2406.2933194792495,7.878797139539074,0,FALSE,NA,0.1.4
ET7a,2022-11-02T23:45:00Z,2398.4145223397104,2406.2933194792495,7.878797139539074,0,FALSE,NA,0.1.4
ET7a,2022-11-03T00:00:00Z,2398.4145223397104,2406.2933194792495,7.878797139539074,0,FALSE,NA,0.1.4
ET7a,2022-11-03T00:15:00Z,2398.4145223397104,2406.2933194792495,7.878797139539074,0,FALSE,NA,0.1.4
ET7a,2022-11-03T00:30:00Z,2398.4145223397104,2406.2933194792495,7.878797139539074,0,FALSE,NA,0.1.4
ET7a,2022-11-03T00:45:00Z,2398.4145223397104,2406.2933194792495,7.878797139539074,0,FALSE,NA,0.1.4
ET7a,2022-11-03T01:00:00Z,2398.4145223397104,2406.2933194792495,7.878797139539074,0,FALSE,NA,0.1.4
ET7a,2022-11-03T01:15:00Z,2398.4145223397104,2406.2933194792495,7.878797139539074,0,FALSE,NA,0.1.4
ET7a,2022-11-03T01:30:00Z,2398.4145223397104,2406.2933194792495,7.878797139539074,0,FALSE,NA,0.1.4
ET7a,2022-11-03T01:45:00Z,2398.4145223397104,2406.2933194792495,7.878797139539074,0,FALSE,NA,0.1.4
ET7a,2022-11-03T02:00:00Z,2398.4145223397104,2406.2933194792495,7.878797139539074,0,FALSE,NA,0.1.4
ET7a,2022-11-03T02:15:00Z,2398.4145223397104,2406.2933194792495,7.878797139539074,0,FALSE,NA,0.1.4
ET7a,2022-11-03T02:30:00Z,2398.4145223397104,2406.2933194792495,7.878797139539074,0,FALSE,NA,0.1.4
ET7a,2022-11-03T02:45:00Z,2398.4145223397104,2406.2933194792495,7.878797139539074,0,FALSE,NA,0.1.4
