Tree,Dendro,.id,Timestamp,Moisture,T1,T2,T3,Radius
TV3,a,1,2022-10-24T17:15:00Z,-28,218.125,-200,-200,3487.590306216002
TV3,a,2,2022-10-24T17:30:00Z,-28,22.125,-200,-200,3487.590306216002
TV3,a,3,2022-10-24T17:45:00Z,-28,225.625,-200,-200,3487.590306216002
TV3,a,4,2022-10-24T18:00:00Z,-28,221.875,-200,-200,3487.3186235560174
TV3,a,5,2022-10-24T18:15:00Z,-28,223.125,-200,-200,3487.590306216002
TV3,a,6,2022-10-24T18:30:00Z,-28,229.375,-200,-200,3487.0469408960334
TV3,a,7,2022-10-24T18:45:00Z,-28,22.5,-200,-200,3487.0469408960334
TV3,a,8,2022-10-24T19:00:00Z,-28,229.375,-200,-200,3487.0469408960334
TV3,a,9,2022-10-24T19:15:00Z,-28,229.375,-200,-200,3486.231892916081
TV3,a,10,2022-10-24T19:30:00Z,-28,21.625,-200,-200,3486.231892916081
TV3,a,11,2022-10-24T19:45:00Z,-28,21.125,-200,-200,3485.4168449361287
TV3,a,12,2022-10-24T20:00:00Z,-28,203.125,-200,-200,3473.462807896828
TV3,a,13,2022-10-24T20:15:00Z,-28,19.5,-200,-200,3473.734490556812
TV3,a,14,2022-10-24T20:30:00Z,-28,191.875,-200,-200,3473.734490556812
TV3,a,15,2022-10-24T20:45:00Z,-28,19.5,-200,-200,3473.734490556812
TV3,a,16,2022-10-24T21:00:00Z,-28,19.125,-200,-200,3474.006173216796
TV3,a,17,2022-10-24T21:15:00Z,-28,18,-200,-200,3474.2778558767804
TV3,a,18,2022-10-24T21:30:00Z,-28,176.875,-200,-200,3474.5495385367644
TV3,a,19,2022-10-24T21:45:00Z,-28,176.875,-200,-200,3474.5495385367644
TV3,a,20,2022-10-24T22:00:00Z,-28,17.75,-200,-200,3474.8212211967484
TV3,a,21,2022-10-24T22:15:00Z,-28,176.875,-200,-200,3474.5495385367644
TV3,a,22,2022-10-24T22:30:00Z,-28,17.5,-200,-200,3474.5495385367644
TV3,a,23,2022-10-24T22:45:00Z,-28,17.375,-200,-200,3474.5495385367644
TV3,a,24,2022-10-24T23:00:00Z,-28,17.375,-200,-200,3474.5495385367644
TV3,a,25,2022-10-24T23:15:00Z,-28,173.125,-200,-200,3474.5495385367644
TV3,a,26,2022-10-24T23:30:00Z,-28,17.125,-200,-200,3474.8212211967484
TV3,a,27,2022-10-24T23:45:00Z,-28,17,-200,-200,3474.8212211967484
TV3,a,28,2022-10-25T00:00:00Z,0,170.625,-200,-200,3474.8212211967484
TV3,a,29,2022-10-25T00:15:00Z,0,17,-200,-200,3475.092903856733
TV3,a,30,2022-10-25T00:30:00Z,0,17.125,-200,-200,3474.8212211967484
TV3,a,31,2022-10-25T00:45:00Z,0,17.125,-200,-200,3474.8212211967484
TV3,a,32,2022-10-25T01:00:00Z,0,171.875,-200,-200,3474.8212211967484
TV3,a,33,2022-10-25T01:15:00Z,0,17.125,-200,-200,3474.8212211967484
TV3,a,34,2022-10-25T01:30:00Z,0,16.875,-200,-200,3475.092903856733
TV3,a,35,2022-10-25T01:45:00Z,0,16.625,-200,-200,3474.8212211967484
TV3,a,36,2022-10-25T02:00:00Z,0,16.5,-200,-200,3475.092903856733
TV3,a,37,2022-10-25T02:15:00Z,0,16.5,-200,-200,3475.092903856733
TV3,a,38,2022-10-25T02:30:00Z,0,164.375,-200,-200,3474.8212211967484
TV3,a,39,2022-10-25T02:45:00Z,0,16.375,-200,-200,3474.8212211967484
TV3,a,40,2022-10-25T03:00:00Z,0,16.375,-200,-200,3474.8212211967484
TV3,a,41,2022-10-25T03:15:00Z,0,16.625,-200,-200,3474.8212211967484
TV3,a,42,2022-10-25T03:30:00Z,0,166.875,-200,-200,3474.8212211967484
TV3,a,43,2022-10-25T03:45:00Z,0,16.5,-200,-200,3474.8212211967484
TV3,a,44,2022-10-25T04:00:00Z,0,16.375,-200,-200,3474.8212211967484
TV3,a,45,2022-10-25T04:15:00Z,0,16.25,-200,-200,3474.8212211967484
TV3,a,46,2022-10-25T04:30:00Z,0,16.25,-200,-200,3474.8212211967484
TV3,a,47,2022-10-25T04:45:00Z,0,160.625,-200,-200,3475.092903856733
TV3,a,48,2022-10-25T05:00:00Z,0,16.125,-200,-200,3474.8212211967484
TV3,a,49,2022-10-25T05:15:00Z,0,16.25,-200,-200,3474.8212211967484
TV3,a,50,2022-10-25T05:30:00Z,0,16,-200,-200,3474.8212211967484
TV3,a,51,2022-10-25T05:45:00Z,0,16,-200,-200,3474.8212211967484
TV3,a,52,2022-10-25T06:00:00Z,0,16,-200,-200,3474.8212211967484
TV3,a,53,2022-10-25T06:15:00Z,0,16,-200,-200,3474.8212211967484
TV3,a,54,2022-10-25T06:30:00Z,0,159.375,-200,-200,3475.092903856733
TV3,a,55,2022-10-25T06:45:00Z,0,158.125,-200,-200,3474.8212211967484
TV3,a,56,2022-10-25T07:00:00Z,0,15.625,-200,-200,3475.092903856733
TV3,a,57,2022-10-25T07:15:00Z,0,15.625,-200,-200,3475.092903856733
TV3,a,58,2022-10-25T07:30:00Z,0,15.5,-200,-200,3475.092903856733
TV3,a,59,2022-10-25T07:45:00Z,0,155.625,-200,-200,3475.092903856733
TV3,a,60,2022-10-25T08:00:00Z,0,15.5,-200,-200,3475.364586516717
TV3,a,61,2022-10-25T08:15:00Z,0,153.125,-200,-200,3475.092903856733
TV3,a,62,2022-10-25T08:30:00Z,0,15.375,-200,-200,3475.092903856733
TV3,a,63,2022-10-25T08:45:00Z,0,156.875,-200,-200,3475.092903856733
TV3,a,64,2022-10-25T09:00:00Z,0,15.75,-200,-200,3475.364586516717
TV3,a,65,2022-10-25T09:15:00Z,0,15.75,-200,-200,3475.364586516717
TV3,a,66,2022-10-25T09:30:00Z,0,15.75,-200,-200,3475.092903856733
TV3,a,67,2022-10-25T09:45:00Z,0,156.875,-200,-200,3475.092903856733
TV3,a,68,2022-10-25T10:00:00Z,0,15.625,-200,-200,3475.092903856733
TV3,a,69,2022-10-25T10:15:00Z,0,15.625,-200,-200,3475.092903856733
TV3,a,70,2022-10-25T10:30:00Z,0,15.625,-200,-200,3475.364586516717
TV3,a,71,2022-10-25T10:45:00Z,0,15.625,-200,-200,3475.364586516717
TV3,a,72,2022-10-25T11:00:00Z,0,15.5,-200,-200,3475.364586516717
TV3,a,73,2022-10-25T11:15:00Z,0,15.5,-200,-200,3475.364586516717
TV3,a,74,2022-10-25T11:30:00Z,0,15.625,-200,-200,3475.092903856733
TV3,a,75,2022-10-25T11:45:00Z,0,156.875,-200,-200,3475.092903856733
TV3,a,76,2022-10-25T12:00:00Z,0,15.75,-200,-200,3475.364586516717
TV3,a,77,2022-10-25T12:15:00Z,0,158.125,-200,-200,3475.092903856733
TV3,a,78,2022-10-25T12:30:00Z,0,16.125,-200,-200,3475.092903856733
TV3,a,79,2022-10-25T12:45:00Z,0,16.5,-200,-200,3475.364586516717
TV3,a,80,2022-10-25T13:00:00Z,0,16.75,-200,-200,3475.364586516717
TV3,a,81,2022-10-25T13:15:00Z,0,16.875,-200,-200,3475.092903856733
TV3,a,82,2022-10-25T13:30:00Z,0,17,-200,-200,3475.092903856733
TV3,a,83,2022-10-25T13:45:00Z,0,17.25,-200,-200,3475.364586516717
TV3,a,84,2022-10-25T14:00:00Z,0,174.375,-200,-200,3475.092903856733
TV3,a,85,2022-10-25T14:15:00Z,0,17.625,-200,-200,3475.092903856733
TV3,a,86,2022-10-25T14:30:00Z,0,181.875,-200,-200,3475.092903856733
TV3,a,87,2022-10-25T14:45:00Z,0,185.625,-200,-200,3475.092903856733
TV3,a,88,2022-10-25T15:00:00Z,0,18.875,-200,-200,3475.092903856733
TV3,a,89,2022-10-25T15:15:00Z,0,19.25,-200,-200,3474.8212211967484
TV3,a,90,2022-10-25T15:30:00Z,0,19.625,-200,-200,3474.8212211967484
TV3,a,91,2022-10-25T15:45:00Z,0,199.375,-200,-200,3474.8212211967484
TV3,a,92,2022-10-25T16:00:00Z,0,20.125,-200,-200,3474.8212211967484
TV3,a,93,2022-10-25T16:15:00Z,0,20.625,-200,-200,3474.8212211967484
TV3,a,94,2022-10-25T16:30:00Z,0,20.875,-200,-200,3474.8212211967484
TV3,a,95,2022-10-25T16:45:00Z,0,21.75,-200,-200,3473.734490556812
TV3,a,96,2022-10-25T17:00:00Z,0,21.5,-200,-200,3473.462807896828
TV3,a,97,2022-10-25T17:15:00Z,0,21.125,-200,-200,3473.462807896828
TV3,a,98,2022-10-25T17:30:00Z,0,21.75,-200,-200,3473.462807896828
TV3,a,99,2022-10-25T17:45:00Z,0,20.75,-200,-200,3473.191125236844
TV3,a,100,2022-10-25T18:00:00Z,0,208.125,-200,-200,3473.462807896828
TV3,a,101,2022-10-25T18:15:00Z,0,20.5,-200,-200,3473.191125236844
TV3,a,102,2022-10-25T18:30:00Z,0,20,-200,-200,3473.734490556812
TV3,a,103,2022-10-25T18:45:00Z,0,20.25,-200,-200,3473.734490556812
TV3,a,104,2022-10-25T19:00:00Z,0,22.25,-200,-200,3473.462807896828
TV3,a,105,2022-10-25T19:15:00Z,0,228.125,-200,-200,3473.462807896828
TV3,a,106,2022-10-25T19:30:00Z,0,214.375,-200,-200,3473.191125236844
TV3,a,107,2022-10-25T19:45:00Z,0,21.25,-200,-200,3473.462807896828
TV3,a,108,2022-10-25T20:00:00Z,0,23.375,-200,-200,3473.191125236844
TV3,a,109,2022-10-25T20:15:00Z,0,21.375,-200,-200,3472.9194425768596
TV3,a,110,2022-10-25T20:30:00Z,0,210.625,-200,-200,3472.9194425768596
TV3,a,111,2022-10-25T20:45:00Z,0,20.75,-200,-200,3472.6477599168757
TV3,a,112,2022-10-25T21:00:00Z,0,20.375,-200,-200,3473.191125236844
TV3,a,113,2022-10-25T21:15:00Z,0,22.5,-200,-200,3473.191125236844
TV3,a,114,2022-10-25T21:30:00Z,0,21.875,-200,-200,3473.191125236844
TV3,a,115,2022-10-25T21:45:00Z,0,20.375,-200,-200,3473.191125236844
TV3,a,116,2022-10-25T22:00:00Z,0,200.625,-200,-200,3472.9194425768596
TV3,a,117,2022-10-25T22:15:00Z,0,20.25,-200,-200,3472.9194425768596
TV3,a,118,2022-10-25T22:30:00Z,0,19.625,-200,-200,3472.9194425768596
TV3,a,119,2022-10-25T22:45:00Z,0,194.375,-200,-200,3472.9194425768596
TV3,a,120,2022-10-25T23:00:00Z,0,18.875,-200,-200,3473.191125236844
TV3,a,121,2022-10-25T23:15:00Z,0,18.625,-200,-200,3474.006173216796
TV3,a,122,2022-10-25T23:30:00Z,0,18.5,-200,-200,3474.006173216796
TV3,a,123,2022-10-25T23:45:00Z,0,18.5,-200,-200,3474.2778558767804
TV3,a,124,2022-10-26T00:00:00Z,0,18.375,-200,-200,3474.2778558767804
TV3,a,125,2022-10-26T00:15:00Z,0,18,-200,-200,3474.5495385367644
TV3,a,126,2022-10-26T00:30:00Z,0,17.875,-200,-200,3474.5495385367644
TV3,a,127,2022-10-26T00:45:00Z,0,17.75,-200,-200,3474.5495385367644
TV3,a,128,2022-10-26T01:00:00Z,0,17.625,-200,-200,3474.8212211967484
TV3,a,129,2022-10-26T01:15:00Z,0,17.625,-200,-200,3474.8212211967484
TV3,a,130,2022-10-26T01:30:00Z,0,17.5,-200,-200,3474.8212211967484
TV3,a,131,2022-10-26T01:45:00Z,0,17.5,-200,-200,3474.8212211967484
TV3,a,132,2022-10-26T02:00:00Z,0,174.375,-200,-200,3474.8212211967484
TV3,a,133,2022-10-26T02:15:00Z,0,17.375,-200,-200,3474.8212211967484
TV3,a,134,2022-10-26T02:30:00Z,0,17.375,-200,-200,3474.8212211967484
TV3,a,135,2022-10-26T02:45:00Z,0,174.375,-200,-200,3474.8212211967484
TV3,a,136,2022-10-26T03:00:00Z,0,174.375,-200,-200,3474.8212211967484
TV3,a,137,2022-10-26T03:15:00Z,0,17.375,-200,-200,3474.5495385367644
TV3,a,138,2022-10-26T03:30:00Z,0,173.125,-200,-200,3474.8212211967484
TV3,a,139,2022-10-26T03:45:00Z,0,17.125,-200,-200,3474.8212211967484
