Dendrometer,.id,Timestamp,Moisture,T1,T2,T3,Radius
FB8a,24486,2022-09-02T16:15:00Z,4,20.875,-200,-200,2747.52674041929
FB8a,24487,2022-09-02T16:30:00Z,4,21.125,-200,-200,2747.52674041929
FB8a,24488,2022-09-02T16:45:00Z,4,21,-200,-200,2747.52674041929
FB8a,24489,2022-09-02T17:00:00Z,4,21.125,-200,-200,2747.52674041929
FB8a,24490,2022-09-02T17:15:00Z,4,21.5,-200,-200,2747.2550577593056
FB8a,24491,2022-09-02T17:30:00Z,4,21.375,-200,-200,2747.52674041929
FB8a,24492,2022-09-02T17:45:00Z,4,21.125,-200,-200,2747.52674041929
FB8a,24493,2022-09-02T18:00:00Z,4,20.75,-200,-200,2747.2550577593056
FB8a,24494,2022-09-02T18:15:00Z,4,21,-200,-200,2747.2550577593056
FB8a,24495,2022-09-02T18:30:00Z,4,20.75,-200,-200,2747.52674041929
FB8a,24496,2022-09-02T18:45:00Z,4,20.5,-200,-200,2747.52674041929
FB8a,24497,2022-09-02T19:00:00Z,4,19.875,-200,-200,2747.52674041929
FB8a,24498,2022-09-02T19:15:00Z,4,19.5,-200,-200,2747.52674041929
FB8a,24499,2022-09-02T19:30:00Z,4,19.5,-200,-200,2747.52674041929
FB8a,24500,2022-09-02T19:45:00Z,4,19.75,-200,-200,2747.52674041929
FB8a,24501,2022-09-02T20:00:00Z,4,19.75,-200,-200,2747.52674041929
FB8a,24502,2022-09-02T20:15:00Z,4,19.625,-200,-200,2747.52674041929
FB8a,24503,2022-09-02T20:30:00Z,4,19.5,-200,-200,2747.52674041929
FB8a,24504,2022-09-02T20:45:00Z,4,19.625,-200,-200,2747.2550577593056
FB8a,24505,2022-09-02T21:00:00Z,4,19.8125,-200,-200,2747.52674041929
FB8a,24506,2022-09-02T21:15:00Z,4,19.75,-200,-200,2747.52674041929
FB8a,24507,2022-09-02T21:30:00Z,4,19.75,-200,-200,2747.52674041929
FB8a,24508,2022-09-02T21:45:00Z,4,19.6875,-200,-200,2747.52674041929
FB8a,24509,2022-09-02T22:00:00Z,4,19.625,-200,-200,2747.52674041929
FB8a,24510,2022-09-02T22:15:00Z,4,19.3125,-200,-200,2747.52674041929
FB8a,24511,2022-09-02T22:30:00Z,4,19,-200,-200,2747.52674041929
FB8a,24512,2022-09-02T22:45:00Z,4,18.8125,-200,-200,2747.52674041929
FB8a,24513,2022-09-02T23:00:00Z,4,18.625,-200,-200,2747.52674041929
FB8a,24514,2022-09-02T23:15:00Z,4,18.5,-200,-200,2747.52674041929
FB8a,24515,2022-09-02T23:30:00Z,4,18.375,-200,-200,2747.52674041929
FB8a,24516,2022-09-02T23:45:00Z,4,18.125,-200,-200,2747.52674041929
FB8a,24517,2022-09-03T00:00:00Z,4,18,-200,-200,2747.798423079274
FB8a,24518,2022-09-03T00:15:00Z,4,18.125,-200,-200,2747.52674041929
FB8a,24519,2022-09-03T00:30:00Z,4,18.1875,-200,-200,2747.798423079274
FB8a,24520,2022-09-03T00:45:00Z,4,18.1875,-200,-200,2747.52674041929
FB8a,24521,2022-09-03T01:00:00Z,4,18.125,-200,-200,2747.52674041929
FB8a,24522,2022-09-03T01:15:00Z,4,18,-200,-200,2747.52674041929
FB8a,24523,2022-09-03T01:30:00Z,4,18,-200,-200,2747.798423079274
FB8a,24524,2022-09-03T01:45:00Z,4,18,-200,-200,2747.798423079274
FB8a,24525,2022-09-03T02:00:00Z,4,18,-200,-200,2747.52674041929
FB8a,24526,2022-09-03T02:15:00Z,4,17.9375,-200,-200,2747.798423079274
FB8a,24527,2022-09-03T02:30:00Z,4,17.875,-200,-200,2747.52674041929
FB8a,24528,2022-09-03T02:45:00Z,4,17.875,-200,-200,2747.798423079274
FB8a,24529,2022-09-03T03:00:00Z,4,17.75,-200,-200,2747.52674041929
FB8a,24530,2022-09-03T03:15:00Z,4,17.875,-200,-200,2747.798423079274
FB8a,24531,2022-09-03T03:30:00Z,4,17.875,-200,-200,2747.52674041929
FB8a,24532,2022-09-03T03:45:00Z,4,17.875,-200,-200,2747.52674041929
FB8a,24533,2022-09-03T04:00:00Z,4,17.875,-200,-200,2747.52674041929
FB8a,24534,2022-09-03T04:15:00Z,4,17.875,-200,-200,2747.798423079274
FB8a,24535,2022-09-03T04:30:00Z,4,17.8125,-200,-200,2747.798423079274
FB8a,24536,2022-09-03T04:45:00Z,4,17.75,-200,-200,2747.52674041929
FB8a,24537,2022-09-03T05:00:00Z,4,17.6875,-200,-200,2747.52674041929
FB8a,24538,2022-09-03T05:15:00Z,4,17.6875,-200,-200,2747.52674041929
FB8a,24539,2022-09-03T05:30:00Z,4,17.6875,-200,-200,2747.798423079274
FB8a,24540,2022-09-03T05:45:00Z,4,17.75,-200,-200,2747.52674041929
FB8a,24541,2022-09-03T06:00:00Z,4,17.625,-200,-200,2747.52674041929
FB8a,24542,2022-09-03T06:15:00Z,4,17.6875,-200,-200,2747.52674041929
FB8a,24543,2022-09-03T06:30:00Z,4,17.75,-200,-200,2747.52674041929
FB8a,24544,2022-09-03T06:45:00Z,4,17.75,-200,-200,2747.52674041929
FB8a,24545,2022-09-03T07:00:00Z,4,17.75,-200,-200,2747.52674041929
FB8a,24546,2022-09-03T07:15:00Z,4,17.75,-200,-200,2747.52674041929
FB8a,24547,2022-09-03T07:30:00Z,4,17.625,-200,-200,2747.52674041929
FB8a,24548,2022-09-03T07:45:00Z,4,17.5,-200,-200,2747.52674041929
FB8a,24549,2022-09-03T08:00:00Z,4,17.5,-200,-200,2747.52674041929
FB8a,24550,2022-09-03T08:15:00Z,4,17.5,-200,-200,2747.798423079274
FB8a,24551,2022-09-03T08:30:00Z,4,17.5,-200,-200,2747.52674041929
FB8a,24552,2022-09-03T08:45:00Z,4,17.5,-200,-200,2747.52674041929
FB8a,24553,2022-09-03T09:00:00Z,4,17.5,-200,-200,2747.52674041929
FB8a,24554,2022-09-03T09:15:00Z,4,17.5625,-200,-200,2747.798423079274
FB8a,24555,2022-09-03T09:30:00Z,4,17.5625,-200,-200,2747.52674041929
FB8a,24556,2022-09-03T09:45:00Z,4,17.625,-200,-200,2747.798423079274
FB8a,24557,2022-09-03T10:00:00Z,4,17.625,-200,-200,2747.52674041929
FB8a,24558,2022-09-03T10:15:00Z,4,17.5,-200,-200,2747.52674041929
FB8a,24559,2022-09-03T10:30:00Z,4,17.5,-200,-200,2747.798423079274
FB8a,24560,2022-09-03T10:45:00Z,4,17.625,-200,-200,2747.52674041929
FB8a,24561,2022-09-03T11:00:00Z,4,17.5625,-200,-200,2747.798423079274
FB8a,24562,2022-09-03T11:15:00Z,4,17.625,-200,-200,2747.52674041929
FB8a,24563,2022-09-03T11:30:00Z,4,17.625,-200,-200,2747.798423079274
FB8a,24564,2022-09-03T11:45:00Z,4,17.625,-200,-200,2747.798423079274
FB8a,24565,2022-09-03T12:00:00Z,4,17.75,-200,-200,2747.798423079274
FB8a,24566,2022-09-03T12:15:00Z,4,17.8125,-200,-200,2747.798423079274
FB8a,24567,2022-09-03T12:30:00Z,4,17.75,-200,-200,2747.798423079274
FB8a,24568,2022-09-03T12:45:00Z,4,17.875,-200,-200,2747.52674041929
FB8a,24569,2022-09-03T13:00:00Z,4,17.3125,-200,-200,2747.798423079274
FB8a,24570,2022-09-03T13:15:00Z,4,17.1875,-200,-200,2747.52674041929
FB8a,24571,2022-09-03T13:30:00Z,4,17.375,-200,-200,2747.798423079274
FB8a,24572,2022-09-03T13:45:00Z,4,17.5,-200,-200,2747.798423079274
FB8a,24573,2022-09-03T14:00:00Z,4,17.375,-200,-200,2747.798423079274
FB8a,24574,2022-09-03T14:15:00Z,4,17.5,-200,-200,2747.798423079274
FB8a,24575,2022-09-03T14:30:00Z,4,17.5,-200,-200,2747.798423079274
FB8a,24576,2022-09-03T14:45:00Z,4,17.625,-200,-200,2747.798423079274
FB8a,24577,2022-09-03T15:00:00Z,4,17.625,-200,-200,2747.52674041929
FB8a,24578,2022-09-03T15:15:00Z,4,17.625,-200,-200,2747.52674041929
FB8a,24579,2022-09-03T15:30:00Z,4,17.5,-200,-200,2747.798423079274
FB8a,24580,2022-09-03T15:45:00Z,4,17.125,-200,-200,2747.798423079274
FB8a,24581,2022-09-03T16:00:00Z,4,16.9375,-200,-200,2747.798423079274
FB8a,24582,2022-09-03T16:15:00Z,4,16.9375,-200,-200,2747.798423079274
FB8a,24583,2022-09-03T16:30:00Z,4,17.125,-200,-200,2747.798423079274
FB8a,24584,2022-09-03T16:45:00Z,4,17.125,-200,-200,2747.798423079274
FB8a,24585,2022-09-03T17:00:00Z,4,17,-200,-200,2747.798423079274
FB8a,24586,2022-09-03T17:15:00Z,4,17,-200,-200,2747.798423079274
FB8a,24587,2022-09-03T17:30:00Z,4,16.9375,-200,-200,2747.798423079274
FB8a,24588,2022-09-03T17:45:00Z,4,16.625,-200,-200,2747.798423079274
FB8a,24589,2022-09-03T18:00:00Z,4,16.625,-200,-200,2747.798423079274
FB8a,24590,2022-09-03T18:15:00Z,4,16.75,-200,-200,2747.798423079274
FB8a,24591,2022-09-03T18:30:00Z,4,17,-200,-200,2747.798423079274
FB8a,24592,2022-09-03T18:45:00Z,4,17.25,-200,-200,2747.798423079274
FB8a,24593,2022-09-03T19:00:00Z,4,17.375,-200,-200,2747.798423079274
FB8a,24594,2022-09-03T19:15:00Z,4,17.625,-200,-200,2747.798423079274
FB8a,24595,2022-09-03T19:30:00Z,4,17.8125,-200,-200,2747.798423079274
FB8a,24596,2022-09-03T19:45:00Z,4,17.8125,-200,-200,2747.798423079274
FB8a,24597,2022-09-03T20:00:00Z,4,18,-200,-200,2747.798423079274
FB8a,24598,2022-09-03T20:15:00Z,4,18,-200,-200,2747.798423079274
FB8a,24599,2022-09-03T20:30:00Z,4,18,-200,-200,2747.52674041929
FB8a,24600,2022-09-03T20:45:00Z,4,17.75,-200,-200,2747.798423079274
FB8a,24601,2022-09-03T21:00:00Z,4,17.625,-200,-200,2747.52674041929
FB8a,24602,2022-09-03T21:15:00Z,4,17.625,-200,-200,2747.798423079274
FB8a,24603,2022-09-03T21:30:00Z,4,17.625,-200,-200,2747.798423079274
FB8a,24604,2022-09-03T21:45:00Z,4,17.625,-200,-200,2747.798423079274
FB8a,24605,2022-09-03T22:00:00Z,4,17.625,-200,-200,2747.798423079274
FB8a,24606,2022-09-03T22:15:00Z,4,17.625,-200,-200,2747.798423079274
FB8a,24607,2022-09-03T22:30:00Z,4,17.5,-200,-200,2747.798423079274
FB8a,24608,2022-09-03T22:45:00Z,4,17.4375,-200,-200,2747.798423079274
FB8a,24609,2022-09-03T23:00:00Z,4,17.375,-200,-200,2747.798423079274
FB8a,24610,2022-09-03T23:15:00Z,4,17.25,-200,-200,2747.798423079274
FB8a,24611,2022-09-03T23:30:00Z,4,17.25,-200,-200,2747.798423079274
FB8a,24612,2022-09-03T23:45:00Z,4,17.25,-200,-200,2747.798423079274
FB8a,24613,2022-09-04T00:00:00Z,4,17.1875,-200,-200,2747.798423079274
FB8a,24614,2022-09-04T00:15:00Z,4,17.1875,-200,-200,2747.798423079274
FB8a,24615,2022-09-04T00:30:00Z,4,17.1875,-200,-200,2747.798423079274
FB8a,24616,2022-09-04T00:45:00Z,4,17.1875,-200,-200,2747.798423079274
FB8a,24617,2022-09-04T01:00:00Z,4,17.125,-200,-200,2747.798423079274
FB8a,24618,2022-09-04T01:15:00Z,4,17.125,-200,-200,2747.798423079274
FB8a,24619,2022-09-04T01:30:00Z,4,17.125,-200,-200,2747.798423079274
FB8a,24620,2022-09-04T01:45:00Z,4,17.125,-200,-200,2747.798423079274
FB8a,24621,2022-09-04T02:00:00Z,4,17.0625,-200,-200,2747.798423079274
FB8a,24622,2022-09-04T02:15:00Z,4,17.0625,-200,-200,2747.798423079274
FB8a,24623,2022-09-04T02:30:00Z,4,17,-200,-200,2747.798423079274
FB8a,24624,2022-09-04T02:45:00Z,4,16.875,-200,-200,2747.798423079274
FB8a,24625,2022-09-04T03:00:00Z,4,16.75,-200,-200,2747.798423079274
FB8a,24626,2022-09-04T03:15:00Z,4,16.625,-200,-200,2747.798423079274
FB8a,24627,2022-09-04T03:30:00Z,4,16.375,-200,-200,2747.798423079274
FB8a,24628,2022-09-04T03:45:00Z,4,16.3125,-200,-200,2748.070105739258
FB8a,24629,2022-09-04T04:00:00Z,4,16.5,-200,-200,2747.798423079274
FB8a,24630,2022-09-04T04:15:00Z,4,16.375,-200,-200,2747.798423079274
FB8a,24631,2022-09-04T04:30:00Z,4,16.375,-200,-200,2747.798423079274
FB8a,24632,2022-09-04T04:45:00Z,4,16.375,-200,-200,2747.798423079274
FB8a,24633,2022-09-04T05:00:00Z,4,16.4375,-200,-200,2748.070105739258
FB8a,24634,2022-09-04T05:15:00Z,4,16.5,-200,-200,2747.798423079274
FB8a,24635,2022-09-04T05:30:00Z,4,16.625,-200,-200,2747.798423079274
FB8a,24636,2022-09-04T05:45:00Z,4,16.5625,-200,-200,2747.798423079274
FB8a,24637,2022-09-04T06:00:00Z,4,16.5625,-200,-200,2747.798423079274
FB8a,24638,2022-09-04T06:15:00Z,4,16.5625,-200,-200,2747.798423079274
FB8a,24639,2022-09-04T06:30:00Z,4,16.625,-200,-200,2747.798423079274
FB8a,24640,2022-09-04T06:45:00Z,4,16.625,-200,-200,2747.798423079274
